Year,County,Waterbody,Town,Month,Number,Species,Size (Inches)
2018,Sullivan,Willowemoc Creek,Rockland,May,150,Brown Trout,13.1
2018,Sullivan,Willowemoc Creek,Rockland,May,140,Brown Trout,13.1
2018,Sullivan,Willowemoc Creek,Rockland,May,120,Brown Trout,13.1
2018,Sullivan,Willowemoc Creek,Rockland,May,160,Brown Trout,13.1
2018,Tioga,Catatonk Creek,Candor,April,1390,Brown Trout,9
2018,Tioga,Cayuta Creek,Barton,April,1910,Brown Trout,8.9
2018,Tioga,Cayuta Creek,Barton,April,330,Brown Trout,12.8
2018,Tioga,Cayuta Creek,Barton,May,780,Brown Trout,9.4
2018,Tioga,East Branch Owego Creek,"Newark Valley, Owego",April,310,Brown Trout,12.7
2018,Tioga,East Branch Owego Creek,"Berkshire, Richford",April,340,Brown Trout,12.7
2018,Tioga,East Branch Owego Creek,"Berkshire, Richford",March,2390,Brown Trout,8.7
2018,Tioga,East Branch Owego Creek,"Newark Valley, Owego",March,1780,Brown Trout,8.7
2018,Tioga,East Branch Owego Creek,"Newark Valley, Owego",May,570,Brown Trout,9.4
2018,Tioga,East Branch Owego Creek,"Berkshire, Richford",May,2090,Brown Trout,9.4
2018,Tioga,Oakley Corners Pond,Owego,September,200,Tiger Muskellunge,9.5
2018,Tioga,Owego Creek,"Tioga, Owego",April,520,Brown Trout,13.1
2018,Tioga,Owego Creek,"Tioga, Owego",March,2260,Brown Trout,8.7
2018,Tioga,Owego Creek,"Tioga, Owego",May,870,Brown Trout,9.4
2018,Tioga,Tri-county Pond,Richford,April,170,Rainbow Trout,9.3
2018,Tioga,West Branch Owego Creek,Richford,April,560,Brown Trout,13.1
2018,Tioga,West Branch Owego Creek,Richford,March,3310,Brown Trout,8.7
2018,Tioga,West Branch Owego Creek,Richford,May,1650,Brown Trout,9.4
2018,Tompkins,Buttermilk Creek,Ithaca (T),March,440,Brown Trout,8.7
2018,Tompkins,Cayuga Inlet,Ithaca (C),May,11250,Rainbow Trout,6.1
2018,Tompkins,Cayuga Lake,Ithaca (T),April,8700,Brown Trout,9.1
2018,Tompkins,Cayuga Lake,Ithaca (T),April,8700,Brown Trout,9.1
2018,Tompkins,Cayuga Lake,Ithaca (T),November,35000,Lake Trout,6.4
2018,Tompkins,Cayuga Lake,Ithaca (T),October,35000,Lake Trout,6.2
2018,Tompkins,Cayuga Lake,Ithaca (T),May,13000,Landlocked Salmon,7.1
2018,Tompkins,Cayuga Lake,Ithaca (T),May,8500,Landlocked Salmon,7.1
2018,Tompkins,Cayuga Lake,Ithaca (T),May,6500,Landlocked Salmon,7.3
2018,Tompkins,"Enfield Ck, T4",Enfield,April,520,Brown Trout,8.9
2018,Tompkins,Enfield Creek,Enfield,April,1450,Brown Trout,8.9
2018,Tompkins,Enfield Creek,Ithaca (C),May,11250,Rainbow Trout,6.1
2018,Tompkins,Fall Creek,Groton,April,2960,Brown Trout,9
2018,Tompkins,Fall Creek,Groton,April,300,Brown Trout,13.5
2018,Tompkins,Fall Creek,Groton,March,2610,Brown Trout,8.7
2018,Tompkins,Salmon Creek,Lansing,April,150,Brown Trout,13.5
2018,Tompkins,Salmon Creek,Lansing,March,2700,Brown Trout,8.7
2018,Tompkins,Salmon Creek,Lansing,May,9000,Rainbow Trout,6.1
2018,Tompkins,Salmon Creek,Lansing,November,20000,Rainbow Trout,3.2
2018,Tompkins,Sixmile Creek,Caroline,April,200,Brown Trout,13.5
2018,Tompkins,Sixmile Creek,Caroline,March,1390,Brown Trout,8.7
2018,Tompkins,Virgil Creek,Dryden,April,2040,Brown Trout,8.9
2018,Tompkins,Virgil Creek,Dryden,April,200,Brown Trout,13.5
2018,Ulster,Ashokan Reservoir (East Basin),"Hurley, Olive",May,8700,Brown Trout,9
2018,Ulster,Ashokan Reservoir (West Basin),Olive,May,7830,Brown Trout,9
2018,Ulster,Beer Kill,Wawarsing,April,740,Brown Trout,9
2018,Ulster,Beer Kill,Wawarsing,April,80,Brown Trout,13
2018,Ulster,Beer Kill,Wawarsing,May,390,Brown Trout,9.2
2018,Ulster,Beer Kill West Branch,Wawarsing,April,1130,Brown Trout,9
2018,Ulster,Beer Kill West Branch,Wawarsing,April,100,Brown Trout,13
2018,Ulster,Beer Kill West Branch,Wawarsing,May,780,Brown Trout,9.2
2018,Ulster,Black Creek,Esopus,April,610,Brown Trout,9.2
2018,Ulster,Esopus Creek,Shandaken,April,2180,Brown Trout,9
2018,Ulster,Esopus Creek,Olive,April,6790,Brown Trout,9.1
2018,Ulster,Esopus Creek,Olive,April,1950,Brown Trout,13.1
2018,Ulster,Esopus Creek,Olive,May,6790,Brown Trout,9.1
2018,Ulster,Esopus Creek,Shandaken,May,2180,Brown Trout,9.1
2018,Ulster,Holliday Creek,Shawngunk,April,350,Brown Trout,9.2
2018,Ulster,Mill Brook,Rochester,April,370,Brown Trout,9
2018,Ulster,Mill Brook,Rochester,April,100,Brown Trout,13
2018,Ulster,Pine Hill Lake,Shandaken,April,170,Brown Trout,0
2018,Ulster,Plattekill Creek,Saugerties,April,2180,Brown Trout,9
2018,Ulster,Plattekill Creek,Saugerties,April,260,Brown Trout,9
2018,Ulster,Plattekill Creek,Saugerties,April,310,Brown Trout,12.7
2018,Ulster,Plattekill Creek,Saugerties,April,50,Brown Trout,12.7
2018,Ulster,Plattekill Creek,Saugerties,May,130,Brown Trout,9.1
2018,Ulster,Plattekill Creek,Saugerties,May,1220,Brown Trout,9.1
2018,Ulster,Rochester Creek,Rochester,April,460,Brown Trout,9
2018,Ulster,Rochester Creek,Rochester,April,50,Brown Trout,13.4
2018,Ulster,Rondout Creek,Denning,April,1400,Brook Trout,8.4
2018,Ulster,Rondout Creek,Denning,May,1500,Brook Trout,8.4
2018,Ulster,Rondout Creek,Wawarsing,April,1440,Brown Trout,9.2
2018,Ulster,Rondout Creek,Wawarsing,April,390,Brown Trout,12.9
2018,Ulster,Rondout Creek,Wawarsing,April,120,Brown Trout,12.9
2018,Ulster,Rondout Creek,Wawarsing,May,650,Brown Trout,9.2
2018,Ulster,Rondout Creek,Wawarsing,May,300,Brown Trout,9.2
2018,Ulster,Rondout Creek,Wawarsing,May,170,Brown Trout,13.1
2018,Ulster,Rondout Creek,Wawarsing,May,120,Brown Trout,13.1
2018,Ulster,Rondout Creek,Wawarsing,April,1440,Rainbow Trout,9
2018,Ulster,Rondout Reservoir,"Denning, Wawarsing",May,4610,Brown Trout,9.4
2018,Ulster,Sandburg Creek,Wawarsing,April,870,Brown Trout,9
2018,Ulster,Sandburg Creek,Wawarsing,April,1040,Brown Trout,9
2018,Ulster,Sandburg Creek,Wawarsing,April,100,Brown Trout,13
2018,Ulster,Sandburg Creek,Wawarsing,April,100,Brown Trout,13
2018,Ulster,Sandburg Creek,Wawarsing,May,130,Brown Trout,9.2
2018,Ulster,Sandburg Creek,Wawarsing,May,220,Brown Trout,9.2
2018,Ulster,Sawkill Creek,Woodstock,April,550,Brown Trout,9
2018,Ulster,Sawkill Creek,Woodstock,April,940,Brown Trout,9
2018,Ulster,Sawkill Creek,Woodstock,April,80,Brown Trout,12.7
2018,Ulster,Sawkill Creek,Woodstock,April,130,Brown Trout,12.7
2018,Ulster,Sawkill Creek,Woodstock,May,220,Brown Trout,9.1
2018,Ulster,Sawkill Creek,Woodstock,May,170,Brown Trout,9.1
2018,Ulster,Stony Kill,Rochester,May,320,Brook Trout,8.4
2018,Ulster,Verkeeder Kill,Shawangunk,April,700,Brown Trout,9.2
2018,Ulster,Vernooy Kill,Wawarsing,April,1830,Brook Trout,8.4
2018,Ulster,Vernooy Kill,Wawarsing,May,570,Brook Trout,8.4
2018,Ulster,Vernooy Kill,Wawarsing,April,220,Brown Trout,9.2
2018,Ulster,Vernooy Kill,Wawarsing,May,130,Brown Trout,9.1
2018,Ulster,Woodland Valley Stream,Shandaken,April,220,Brown Trout,0
2018,Ulster,Yager Stream,Saugerties,April,260,Brown Trout,9
2018,Ulster,Yager Stream,Saugerties,May,260,Brown Trout,9.1
2018,Warren,13th Lake,,May,500,Rainbow Trout,9.75
2018,Warren,Botheration Pond,Johnsburg,May,260,Brown Trout,7.1
2018,Warren,Brant Lake,Horicon,May,2870,Brown Trout,9.1
2018,Warren,Brant Lake,Horicon,May,2870,Rainbow Trout,9.3
2018,Warren,Brown's Pond,Hague,April,100,Brook Trout,9.5
2018,Warren,Buttermilk Pond,Horicon,September,480,Brook Trout,4.3
2018,Warren,Clear Pond,Chester/Minerva,May,150,Lake Trout,6.9
2018,Warren,Clear Pond,Chester/Minerva,May,230,Rainbow Trout,8.3
2018,Warren,Clendon Brook,Queensbury,April,300,Brook Trout,9.5
2018,Warren,Crandall Park 1,Glens Falls,April,300,Rainbow Trout,14
2018,Warren,Crandall Park 2,Glens Falls,April,200,Rainbow Trout,9.5
2018,Warren,Crane Mountain Pond,Johnsburg,September,240,Brook Trout,4.3
2018,Warren,Duck Pond,Horicon,September,400,Brook Trout,4.3
2018,Warren,Eagle Pond,Johnsburg,September,120,Brook Trout,5
2018,Warren,Edgecomb Pond,Bolton,May,600,Rainbow Trout,9.5
2018,Warren,English Brook,Lake George,April,300,Brook Trout,9.5
2018,Warren,English Brook,,September,1185,Rainbow Trout,4.5
2018,Warren,Gay Pond,Warrensburg,September,160,Brook Trout,4.3
2018,Warren,Glen Creek,Johnsburg,April,610,Brown Trout,8
2018,Warren,Glen Creek,Johnsburg,June,350,Brown Trout,8.1
2018,Warren,Glen Lake,Queensbury,May,2260,Rainbow Trout,9.3
2018,Warren,Glen Lake,,May,520,Rainbow Trout,9.75
2018,Warren,Gurney Lane Pond,Queensbury,April,100,Brook Trout,9.5
2018,Warren,Hague Creek,Hague,May,300,Brook Trout,9.5
2018,Warren,Halfway Brook,Queensbury.,April,750,Brook Trout,10.5
2018,Warren,Handicap Pond 1,Hatchery,April,40,Rainbow Trout,8.86
2018,Warren,Handicap Pond 1,Hatchery,April,40,Rainbow Trout,9.5
2018,Warren,Handicap Pond 1,Hatchery,May,100,Rainbow Trout,9.5
2018,Warren,Handicap Pond 1,Hatchery,May,20,Rainbow Trout,9.5
2018,Warren,Handicap Pond 1,Hatchery,May,25,Rainbow Trout,14.25
2018,Warren,Hovey Pond,Queensbury,April,300,Brook Trout,10.5
2018,Warren,Hudson River,Johnsburg,May,4780,Brown Trout,8
2018,Warren,Hudson River,Johnsburg,May,500,Brown Trout,13.4
2018,Warren,Hudson River 1,Johnsburg,May,1000,Rainbow Trout,9.5
2018,Warren,Hudson River 2,Johnsburg,May,1000,Rainbow Trout,9.5
2018,Warren,Island Pond,Horicon,September,700,Brook Trout,4.3
2018,Warren,Jabe Pond,,October,6150,Brook Trout,3.5
2018,Warren,Jabe Pond,Hague,May,1000,Rainbow Trout,9.65
2018,Warren,Kibby Pond,Johnsburg,September,960,Brook Trout,4.3
2018,Warren,Lake George,"Bolton, Hague",May,15000,Landlocked Salmon,7
2018,Warren,Lake George,"Bolton, Hague",May,15000,Landlocked Salmon,7
2018,Warren,Lake George,Hague,June,15000,Rainbow Trout,3.9
2018,Warren,Lake George,"Bolton, Hague",October,15000,Rainbow Trout,5.7
2018,Warren,Lake George(Hearthstone),Lake George,October,1500,Landlocked Salmon,9.85
2018,Warren,Lake George(Rodgers Rock),Hague,October,1500,Landlocked Salmon,9.85
2018,Warren,Lake Luzerne,Lake Luzerne,May,440,Brown Trout,8.1
2018,Warren,Lake Luzerne,Lake Luzerne,April,1000,Rainbow Trout,9.5
2018,Warren,Lake Luzerne,Lake Luzerne,May,520,Rainbow Trout,9.3
2018,Warren,Lake Luzerne,,May,500,Rainbow Trout,9.75
2018,Warren,Little Jabe Pond,,October,325,Brook Trout,3.5
2018,Warren,Little Joe Pond,Thurman,September,200,Brook Trout,4.3
2018,Warren,Lixard Pond,Thurman,September,720,Brook Trout,4.3
2018,Warren,Long Pond,Horicon,September,850,Brook Trout,4.3
2018,Warren,Loon Lake,Chester,June,11988,Walleye,2
2018,Warren,Lower Siamese Lake,Johnsburg,October,1200,Brook Trout,4.6
2018,Warren,Lower Twin Pond,Johnsburg,October,640,Brook Trout,4.6
2018,Warren,Mill Creek,Johnsburg,April,3130,Brown Trout,8
2018,Warren,Mill Creek 1,Johnsburg,May,500,Brook Trout,9.5
2018,Warren,Mill Creek 2,Johnsburg,May,600,Brook Trout,10.25
2018,Warren,Mill Creek 3,Johnsburg,May,600,Brook Trout,10.25
2018,Warren,Mill Pond 1,Horicon,May,450,Rainbow Trout,14.25
2018,Warren,Mill Pond 2,Horicon,May,300,Rainbow Trout,9.75
2018,Warren,Mud Ponds,Johnsburg,September,480,Brook Trout,4.3
2018,Warren,New Lake,Stony Creek,May,390,Brown Trout,7.1
2018,Warren,North Creek,Johnsburg,April,1300,Brook Trout,8.3
2018,Warren,North Creek,Johnsburg,May,516,Rainbow Trout,9.5
2018,Warren,North Creek,Johnsburg,May,684,Rainbow Trout,9.5
2018,Warren,North Creek Rec.Pond,Johnsburg,April,250,Rainbow Trout,9.5
2018,Warren,North West Bay Brook,,May,267,Brook Trout,9.75
2018,Warren,NW Bay Brook,Bolton,May,400,Brook Trout,10.25
2018,Warren,Palmer Pond,Chester,May,250,Brown Trout,13.2
2018,Warren,Palmer Pond 1 AS,Chester,May,200,Brook Trout,9.75
2018,Warren,Palmer Pond 2 AS,Chester,May,500,Rainbow Trout,9.75
2018,Warren,Patterson Brook 1,Thurman,April,1000,Brook Trout,10.25
2018,Warren,Racket Pond,Hague,September,160,Brook Trout,4.3
2018,Warren,Roaring Branch,Stony Creek,May,400,Brook Trout,9.5
2018,Warren,Round Pond,Horicon,May,260,Rainbow Trout,8.3
2018,Warren,Schroon River,Starbuckville,May,400,Brook Trout,9.75
2018,Warren,Schroon River,,May,500,Brook Trout,9.75
2018,Warren,Schroon River,Tumblehead Falls,May,600,Brook Trout,11.25
2018,Warren,Schroon River,Riverbank,May,400,Brook Trout,11.25
2018,Warren,Schroon River,"Bolton, Brant Lk, Chester, Hor",May,2260,Brown Trout,8
2018,Warren,Schroon River,"Bolton, Brant Lk, Chester, Hor",May,2260,Brown Trout,8
2018,Warren,Schroon River,"Bolton, Brant Lk, Chester, Hor",May,500,Brown Trout,13.4
2018,Warren,Schroon River,"Bolton, Brant Lk, Chester, Hor",May,2170,Rainbow Trout,9.3
2018,Warren,Schroon River,"Bolton, Brant Lk, Chester, Hor",May,2170,Rainbow Trout,9.3
2018,Warren,Schroon River,Riverbank,May,400,Rainbow Trout,9.75
2018,Warren,Schroon River,Tumblehead Falls,May,600,Rainbow Trout,9.75
2018,Warren,Schroon River,Starbuckville,May,600,Rainbow Trout,9.75
2018,Warren,Schroon River,Wbg - Grist Mill,May,700,Rainbow Trout,9.75
2018,Warren,Schroon River,Upper,May,100,Rainbow Trout,14.25
2018,Warren,Schroon River,Riverbank,May,100,Rainbow Trout,14.25
2018,Warren,Second Pond,Johnsburg,October,1120,Brook Trout,4.6
2018,Warren,Shiras Pond,Thurman,September,240,Brook Trout,4.3
2018,Warren,Spuytenduivel Creek,Horicon,May,400,Brook Trout,9.5
2018,Warren,Stewart Brook,Lake Luzerne,October,1500,Brown Trout,5.6
2018,Warren,Stony Creek,Stony Creek,April,2500,Brook Trout,8.3
2018,Warren,Thirteenth Lake,Johnsburg,June,2610,Brown Trout,8.1
2018,Warren,Thirteenth Lake,Johnsburg,May,800,Splake,8.1
2018,Warren,Thirteenth Lake 1,Johnsburg,May,935,Rainbow Trout,9.5
2018,Warren,Thirteenth Lake 2,Johnsburg,May,930,Rainbow Trout,9.5
2018,Warren,Thirteenth Lake 3,Johnsburg,May,935,Rainbow Trout,9.5
2018,Warren,Trout Brook,Chester,May,1390,Rainbow Trout,9.3
2018,Warren,Trout Brook 1,Chester,May,600,Brook Trout,9.5
2018,Warren,Trout Brook 2,Chester,May,600,Brook Trout,9.5
2018,Warren,Trout Brook 3,Chester,May,600,Brook Trout,9.5
2018,Warren,Upper Siamese Lake,Johnsburg,May,300,Rainbow Trout,8.3
2018,Warren,Upper Twin Pond,Johnsburg,October,480,Brook Trout,4.6
2018,Warren,Up Yonda Farm,Bolton,May,10,Brook Trout,9.75
2018,Warren,Up Yonda Farm,Bolton,May,10,Rainbow Trout,9.75
2018,Warren,Viele Pond 1,Warrensburg,May,300,Brook Trout,10.25
2018,Warren,Viele Pond 2,Warrensburg,May,300,Rainbow Trout,9.5
2018,Warren,West Brook,Lake George,April,500,Brook Trout,9.5
2018,Warren,Wilcox Lake,Stony Creek,September,3750,Brook Trout,4.3
2018,Washington,Batten Kill,Salem,June,2180,Brown Trout,8.2
2018,Washington,Batten Kill,Salem,June,4350,Brown Trout,8.2
2018,Washington,Batten Kill,Greenwich,May,2960,Brown Trout,8.1
2018,Washington,Batten Kill,Greenwich,May,570,Brown Trout,8.1
2018,Washington,Batten Kill,Salem,May,4610,Brown Trout,8.1
2018,Washington,Batten Kill,Greenwich,May,1300,Brown Trout,8.1
2018,Washington,Batten Kill,Greenwich,May,1220,Brown Trout,8.1
2018,Washington,Batten Kill,Salem,May,2260,Brown Trout,8.1
2018,Washington,Batten Kill,Salem,May,700,Brown Trout,11.9
2018,Washington,Batten Kill,Greenwich,May,250,Brown Trout,13.2
2018,Washington,Batten Kill,Greenwich,May,250,Brown Trout,13.2
2018,Washington,Batten Kill,Salem,May,1130,Brown Trout,13.2
2018,Washington,Batten Kill,Salem,May,250,Brown Trout,13.3
2018,Washington,Black Creek,Salem,April,700,Brown Trout,7.9
2018,Washington,Black Creek,Salem,May,100,Brown Trout,13.2
2018,Washington,Bumps Pond,Dresden,September,280,Brook Trout,4.3
2018,Washington,Cossayuna Lake,Argyle,September,3900,Tiger Muskellunge,9.5
2018,Washington,Dead Lake,Jackson,April,500,Brook Trout,8.3
2018,Washington,Dead Lake,Jackson,April,250,Brown Trout,11.9
2018,Washington,Greenland Pond,Dresden,September,320,Brook Trout,4.3
2018,Washington,Halfway Creek,Fort Ann,April,1740,Brown Trout,7.9
2018,Washington,"Halfway Creek, T5 of T8",Fort Ann,April,440,Brown Trout,7.9
2018,Washington,Hartshorn Brook,Greenwich,May,300,Brown Trout,8.1
2018,Washington,Indian River,Granville,April,520,Brown Trout,7.9
2018,Washington,Inman Pond,Fort Ann,September,200,Brook Trout,4.3
2018,Washington,Lake Lauderdale,Cambridge,September,400,Tiger Muskellunge,9.5
2018,Washington,Lapland Pond,Dresden,September,240,Brook Trout,4.3
2018,Washington,Mettawee River,Whitehall,April,3830,Brown Trout,7.9
2018,Washington,Mettawee River,Whitehall,May,700,Brown Trout,13.2
2018,Washington,Mettawee River,Whitehall,May,3830,Rainbow Trout,8.6
2018,Washington,Owl Kill,White Creek,April,1740,Brown Trout,7.9
2018,Washington,Poultney River,Hampton,April,440,Brown Trout,7.9
2018,Washington,Poultney River,Hampton,May,430,Rainbow Trout,8.7
2018,Washington,Upper Black Mountain Pond,Dresden,September,80,Brook Trout,4.3
2018,Washington,West Branch Black Creek,Hebron,April,300,Brook Trout,8.3
2018,Washington,Whipple Brook,Cambridge,April,400,Brook Trout,8.3
2018,Washington,White Creek,Salem,April,1390,Brown Trout,7.9
2018,Wayne,Lake Ontario,Williamson,June,4880,Brown Trout,8.1
2018,Wayne,Lake Ontario,Sodus,May,11840,Brown Trout,8.1
2018,Wayne,Lake Ontario,Williamson,May,16000,Brown Trout,8.1
2018,Wayne,Lake Ontario,Sodus,May,16000,Brown Trout,8.1
2018,Wayne,Lake Ontario,Sodus,May,50000,Chinook,3.1
2018,Wayne,Lake Ontario,Sodus,May,19410,Chinook,3.3
2018,Wayne,Lake Ontario,Sodus,October,12200,Coho,2.4
2018,Wayne,Lake Ontario,Sodus,May,39697,Lake Trout,6.98
2018,Wayne,Lake Ontario,Sodus,May,39798,Lake Trout,7.2
2018,Wayne,Lake Ontario,Sodus,June,840,Rainbow Trout,9
2018,Wayne,Lake Ontario,Sodus,May,15030,Rainbow Trout,9
2018,Wayne,Maxwell Creek,Sodus,April,19950,Steelhead,4.8
2018,Wayne,Port Bay,"Huron,Wolcott",June,10400,Walleye,1.6
2018,Wayne,Sodus Bay,"HURON, SODUS",June,45600,Walleye,1.3
2018,Wayne,Sodus Bay,"Huron, Sodus",June,28404,Walleye,2
2018,Wayne,S. Sanford (cooperator- Otsego,Wolcott,May,0,Walleye,0.3
2018,Westchester,Amawalk Inlet,Somers,April,300,Brown Trout,9.2
2018,Westchester,Amawalk Inlet,Somers,March,570,Brown Trout,9.1
2018,Westchester,Amawalk Inlet,Somers,March,100,Brown Trout,12.8
2018,Westchester,Amawalk Outlet,Somers,March,440,Brown Trout,9.1
2018,Westchester,Amawalk Reservoir,Somers,April,1740,Brown Trout,9.2
2018,Westchester,Cross River Reservoir,Bedford,March,6520,Brown Trout,9.2
2018,Westchester,Cross River Reservoir Outlet,Bedford,March,90,Brown Trout,9.2
2018,Westchester,Cross River Reservoir Outlet,Bedford,March,100,Brown Trout,13
2018,Westchester,Cross River Reservoir Outlet,Bedford,March,300,Rainbow Trout,8.9
2018,Westchester,Croton River,Cortlandt,April,170,Brown Trout,9.2
2018,Westchester,Croton River,Cortlandt,March,100,Brown Trout,12.8
2018,Westchester,Croton River,Cortlandt,March,780,Rainbow Trout,9
2018,Westchester,Kensico Reservoir,Harrison,March,8700,Brown Trout,9.1
2018,Westchester,Mianus River,Bedford,March,700,Brown Trout,9.1
2018,Westchester,Mianus River,Bedford,March,100,Brown Trout,12.8
2018,Westchester,Muscoot Reservoir,Somers,April,870,Brown Trout,9.1
2018,Westchester,Muscoot Reservoir,Somers,April,870,Rainbow Trout,8.9
2018,Westchester,Peekskill Hollow Brook,Cortlandt,April,390,Brown Trout,9.2
2018,Westchester,Peekskill Hollow Brook,Cortlandt,March,700,Brown Trout,9.1
2018,Westchester,Peekskill Hollow Brook,Cortlandt,March,150,Brown Trout,12.8
2018,Westchester,Pocantico River,Mount Pleasant,April,520,Brown Trout,9.2
2018,Westchester,Pocantico River,Mount Pleasant,April,100,Brown Trout,13
2018,Westchester,Stone Hill River,Bedford,April,440,Brown Trout,9.2
2018,Westchester,Stone Hill River,Bedford,March,300,Brown Trout,9.1
2018,Westchester,Stone Hill River,Bedford,March,100,Brown Trout,12.8
2018,Westchester,Titicus Reservoir,North Salem,March,7310,Brown Trout,9.1
2018,Westchester,Titicus Reservoir,North Salem,June,13651,Walleye,2
2018,Westchester,Titicus River,North Salem,March,130,Brown Trout,9.1
2018,Westchester,Titicus River,North Salem,March,100,Brown Trout,12.8
2018,Westchester,Titicus River,North Salem,March,350,Rainbow Trout,9
2018,Westchester,Waccabuc River,Lewisboro,March,440,Brown Trout,9.1
2018,Wyoming,Beaver Meadow Creek,Java,March,400,Brook Trout,9
2018,Wyoming,Buffalo Creek,Java,March,1130,Brown Trout,9
2018,Wyoming,Buffalo Creek,Java,March,200,Brown Trout,12.9
2018,Wyoming,Buffalo Creek,Java,May,870,Brown Trout,9
2018,Wyoming,Cattaraugus Creek,Java,April,1130,Brown Trout,9
2018,Wyoming,Cattaraugus Creek,Java,April,400,Brown Trout,13.5
2018,Wyoming,Cattaraugus Creek,Java,March,2090,Brown Trout,8.9
2018,Wyoming,Cattaraugus Creek,Java,March,600,Brown Trout,12.9
2018,Wyoming,Cattaraugus Creek,Java,May,1480,Brown Trout,9
2018,Wyoming,Cattaraugus Creek,,May,600,Brown Trout,13.7
2018,Wyoming,East Koy Creek,Gainesville,April,700,Brown Trout,9
2018,Wyoming,East Koy Creek,Gainesville,April,550,Brown Trout,13.5
2018,Wyoming,East Koy Creek,Gainesville,March,3480,Brown Trout,8.7
2018,Wyoming,East Koy Creek,Gainesville,March,650,Brown Trout,12.9
2018,Wyoming,East Koy Creek,Gainesville,May,6790,Brown Trout,8.9
2018,Wyoming,East Koy Creek,,May,300,Brown Trout,13.7
2018,Wyoming,Letchworth Park Pond,Genesee Falls,April,300,Brook Trout,9.2
2018,Wyoming,Letchworth Park Pond,Genesee Falls,May,300,Brook Trout,10.4
2018,Wyoming,Little Tonawanda Creek,Middlebury,March,610,Brown Trout,8.7
2018,Wyoming,Oatka Creek,Warsaw,April,1700,Brook Trout,9.2
2018,Wyoming,Perry Park Pond,Perry,April,100,Brook Trout,9.2
2018,Wyoming,Silver Lake,Perry,June,16720,Walleye,1.4
2018,Wyoming,Tonawanda Creek,Orangeville,March,1040,Brown Trout,8.7
2018,Wyoming,Tonawanda Creek,Orangeville,March,200,Brown Trout,12.9
2018,Wyoming,Tonawanda Creek,Orangeville,May,780,Brown Trout,9
2018,Yates,Keuka Lake Outlet,"Milo, Torrey",April,610,Brown Trout,9
2018,Yates,Keuka Lake Outlet,"Milo, Torrey",April,400,Brown Trout,13.4
2017,Albany,Basic Creek,Westerlo,April,410,Brown Trout,8.2
2017,Albany,Catskill Creek,Rensselaerville,April,700,Brown Trout,8.8
2017,Albany,Catskill Creek,Rensselaerville,May,170,Brown Trout,9
2017,Albany,Hannacrois Creek,Coeymans,April,990,Brown Trout,8.2
2017,Albany,Hannacrois Creek,Coeymans,April,660,Brown Trout,8.2
2017,Albany,Hannacrois Creek,Coeymans,April,130,Brown Trout,12.2
2017,Albany,Lisha Kill,Colonie,April,330,Brown Trout,8.1
2017,Albany,Onesquethaw Creek,New Scotland,April,1070,Brown Trout,8.2
2017,Albany,Onesquethaw Creek,New Scotland,April,100,Brown Trout,12.2
2017,Albany,Six Mile Waterworks,City of Albany,April,1500,Rainbow Trout,9.3
2017,Albany,Six Mile Waterworks,City of Albany,April,500,Rainbow Trout,9.6
2017,Albany,Thompsons Lake,Berne,May,500,Brown Trout,8.8
2017,Albany,Thompsons Lake,Berne,May,600,Brown Trout,13.4
2017,Albany,Thompsons Lake,Berne,April,2000,Rainbow Trout,8.9
2017,Albany,Vly Creek,New Scotland,April,250,Brown Trout,8.1
2017,Allegany,Allen Lake,Allen,March,2800,Brook Trout,8.4
2017,Allegany,Allen Lake,Allen,May,2800,Brook Trout,8.5
2017,Allegany,Allen Lake,,October,150,Brook Trout,13.6
2017,Allegany,Allen Lake,,October,150,Brook Trout,20.3
2017,Allegany,Allen Lake,Allen,March,500,Brown Trout,13
2017,Allegany,Belmont Rod and Gun Club Pond,West Almond,April,100,Brook Trout,8.9
2017,Allegany,Black Creek,West Almond,April,1160,Brown Trout,9
2017,Allegany,California Hw Brook,Bolivar,April,410,Brown Trout,9
2017,Allegany,California Hw Brook,Bolivar,May,250,Brown Trout,9.2
2017,Allegany,Canacadea Creek,"Almond, Alfred",April,1030,Brown Trout,9
2017,Allegany,Canaseraga Creek,Burns,April,1570,Brown Trout,9
2017,Allegany,Canaseraga Creek,Burns,April,200,Brown Trout,13.5
2017,Allegany,Caneadea Creek,Rushford,April,1070,Brown Trout,9
2017,Allegany,Chenunda Creek,Willing,April,250,Brown Trout,8.7
2017,Allegany,Clarksville Town Pond,Clarksville,March,200,Brook Trout,8.4
2017,Allegany,Cryder Creek,Independence,April,1240,Brown Trout,9
2017,Allegany,Cryder Creek,Independence,April,200,Brown Trout,13.5
2017,Allegany,Cryder Creek,Independence,May,910,Brown Trout,9.2
2017,Allegany,Dodge Creek,Clarksville,March,2200,Brook Trout,8.7
2017,Allegany,Dodge Creek,Clarksville,March,200,Brown Trout,13.1
2017,Allegany,Dodge Creek,Clarksville,May,1240,Brown Trout,9.2
2017,Allegany,"Dodge Creek, T17",Clarksville,March,350,Brook Trout,8.4
2017,Allegany,Dyke Creek,Andover,April,1400,Brown Trout,9
2017,Allegany,Dyke Creek,Andover,April,200,Brown Trout,13.5
2017,Allegany,Dyke Creek,Andover,May,990,Brown Trout,9.2
2017,Allegany,Genesee River,Wellsville,April,1240,Brown Trout,9
2017,Allegany,Genesee River,,June,2100,Brown Trout,11.2
2017,Allegany,Genesee River,Amity,March,5240,Brown Trout,9
