Year,County,Waterbody,Town,Month,Number,Species,Size (Inches)
2017,Allegany,Genesee River,Wellsville,March,2060,Brown Trout,9.2
2017,Allegany,Genesee River,Amity,March,750,Brown Trout,13.1
2017,Allegany,Genesee River,Wellsville,March,750,Brown Trout,13.2
2017,Allegany,Genesee River,Wellsville,May,620,Brown Trout,9
2017,Allegany,Genesee River,Amity,May,3010,Brown Trout,9
2017,Allegany,Genesee River,Wellsville,May,1070,Brown Trout,9.2
2017,Allegany,Genesee River,Amity,May,350,Brown Trout,13.2
2017,Allegany,Genesee River,Wellsville,May,450,Brown Trout,13.2
2017,Allegany,Genesee River,,May,400,Brown Trout,13.4
2017,Allegany,Genesee River,,October,200,Brown Trout,14.6
2017,Allegany,Genesee River,Wellsville,March,2850,Rainbow Trout,8.8
2017,Allegany,Genesee River,Wellsville,May,1000,Rainbow Trout,9.5
2017,Allegany,Genesee River,,October,100,Rainbow Trout,14.6
2017,Allegany,Genesee River,,October,200,Rainbow Trout,20.7
2017,Allegany,Genesee River,,October,100,Rainbow Trout,27.5
2017,Allegany,Hunt Creek,Alma,April,210,Brown Trout,9
2017,Allegany,Little Genesee Creek,Bolivar,March,2200,Brook Trout,8.4
2017,Allegany,Little Genesee Creek,Bolivar,March,200,Brown Trout,13.1
2017,Allegany,Little Genesee Creek,Bolivar,May,1240,Brown Trout,9.2
2017,Allegany,Root Creek,Bolivar,April,830,Brown Trout,9
2017,Allegany,Rushford Camp Pond,New Hudson,May,100,Brook Trout,9.4
2017,Allegany,Rushford Camp Pond,New Hudson,May,100,Brook Trout,9.4
2017,Allegany,Rushford Lake,,November,3600,Brown Trout,5.7
2017,Allegany,Rushford Lake,Caneadea,May,3800,Rainbow Trout,9.3
2017,Allegany,Vandermark Creek,"Scio, Ward",April,990,Brown Trout,8.6
2017,Broome,Arctic Lake,Sanford,April,2500,Rainbow Trout,9.3
2017,Broome,Chenango Lake,Fenton,April,3000,Rainbow Trout,9.2
2017,Broome,Chenango Lake,Fenton,March,5100,Rainbow Trout,8.8
2017,Broome,Chenango Lake,Fenton,May,3000,Rainbow Trout,9.3
2017,Broome,Dudley Creek,Lisle,March,370,Brown Trout,9.1
2017,Broome,East Branch Nanticoke Creek,Maine,April,50,Brown Trout,12.6
2017,Broome,East Branch Nanticoke Creek,Maine,March,250,Brown Trout,9.1
2017,Broome,East Branch Nanticoke Creek,Maine,May,40,Brown Trout,9.1
2017,Broome,Finch Hollow Site 1 (Overbrook,Union,April,1000,Rainbow Trout,9.3
2017,Broome,Greenwood Lake,Nanticoke,April,2000,Rainbow Trout,9.3
2017,Broome,Little Choconut 2e,Chenango,April,200,Rainbow Trout,9.3
2017,Broome,Nanticoke 7a,Maine,April,600,Rainbow Trout,9.3
2017,Broome,Nanticoke Creek,Maine,April,260,Brown Trout,12.6
2017,Broome,Nanticoke Creek,Union,April,290,Brown Trout,12.6
2017,Broome,Nanticoke Creek,Union,March,1400,Brown Trout,9.1
2017,Broome,Nanticoke Creek,Maine,March,990,Brown Trout,9.1
2017,Broome,Nanticoke Creek,Union,May,170,Brown Trout,9.1
2017,Broome,Nanticoke Creek,Maine,May,170,Brown Trout,9.1
2017,Broome,Nanticoke Lake,Lisle,April,2300,Rainbow Trout,9.3
2017,Broome,Oquaga Creek,Sanford,April,700,Brown Trout,8.9
2017,Broome,Oquaga Creek,Sanford,April,1320,Brown Trout,8.9
2017,Broome,Oquaga Creek,Sanford,April,1320,Brown Trout,8.9
2017,Broome,Oquaga Creek,Sanford,April,80,Brown Trout,12.6
2017,Broome,Oquaga Creek,Sanford,April,170,Brown Trout,12.6
2017,Broome,Oquaga Creek,Sanford,April,170,Brown Trout,12.6
2017,Broome,Palmers Pond,Sanford,April,200,Rainbow Trout,9.3
2017,Broome,Patterson Pond (#1),Union,April,800,Rainbow Trout,9.3
2017,Cattaraugua,Allegheny River,Allegany,May,298000,Muskellunge,0.6
2017,Cattaraugus,Allegheny Reservoir,Coldspring,June,1580,Sauger,1.4
2017,Cattaraugus,Allegheny River,Portville,May,199000,Muskellunge,0.6
2017,Cattaraugus,Allegheny River,Allegany,October,640,Muskellunge,8.6
2017,Cattaraugus,Allegheny River,Allegany,October,1050,Muskellunge,8.6
2017,Cattaraugus,Allegheny River,ALLEGANY,June,4000,Muskellunge,1.7
2017,Cattaraugus,Bay State Brook,Red House,March,450,Brown Trout,9.2
2017,Cattaraugus,Beaver Meadow Creek,Ellicottville,March,330,Brown Trout,9
2017,Cattaraugus,Birch Run Pond #1,Allegany,April,200,Brook Trout,9
2017,Cattaraugus,Bone Run,South Valley,April,250,Brown Trout,8.4
2017,Cattaraugus,Bone Run,South Valley,March,250,Brown Trout,9.2
2017,Cattaraugus,Case Lake,Franklinville,May,1800,Brook Trout,8.5
2017,Cattaraugus,Case Lake,,October,150,Brook Trout,13.6
2017,Cattaraugus,Case Lake,,October,250,Brook Trout,18.9
2017,Cattaraugus,Case Lake,Franklinville,March,1480,Brown Trout,9.2
2017,Cattaraugus,Case Lake,Franklinville,March,600,Brown Trout,13
2017,Cattaraugus,Case Lake,,October,150,Brown Trout,14.6
2017,Cattaraugus,Case Lake,,October,35,Rainbow Trout,21
2017,Cattaraugus,Case Lake,,October,25,Rainbow Trout,27.5
2017,Cattaraugus,Cattaraugus Creek S Br,East Otto,March,990,Brown Trout,9
2017,Cattaraugus,Conewango Creek,Conewango,October,200,Muskellunge,8.6
2017,Cattaraugus,Connoisarauley Creek,Ashford,March,400,Brook Trout,8.2
2017,Cattaraugus,County Pond A,Randolph,April,200,Brook Trout,9
2017,Cattaraugus,County Pond B,Randolph,April,200,Brook Trout,9
2017,Cattaraugus,Crandall Pond,Ashford,April,300,Brook Trout,9
2017,Cattaraugus,Elton Creek,Freedom,April,170,Brown Trout,9
2017,Cattaraugus,Elton Creek,Freedom,April,1070,Brown Trout,9
2017,Cattaraugus,Elton Creek,Freedom,April,200,Brown Trout,13.5
2017,Cattaraugus,Elton Creek,Freedom,May,830,Brown Trout,9
2017,Cattaraugus,Five Mile Creek,Allegany,April,2390,Brown Trout,9
2017,Cattaraugus,Forks Creek,Great Valley,March,1320,Brown Trout,9
2017,Cattaraugus,Forks Creek,Great Valley,May,740,Brown Trout,9.2
2017,Cattaraugus,Franklinville Retention Pond,Franklinville,April,400,Brook Trout,8.9
2017,Cattaraugus,Great Valley Creek,Ellicottville,March,370,Brown Trout,9
2017,Cattaraugus,Great Valley Creek,Great Valley,March,2230,Brown Trout,9
2017,Cattaraugus,Great Valley Creek,Great Valley,May,1160,Brown Trout,9.2
2017,Cattaraugus,Guernsey Run,South Valley,March,170,Brown Trout,9.2
2017,Cattaraugus,Harwood Lake,Farmersville,April,2500,Brook Trout,8.7
2017,Cattaraugus,Harwood Lake,Farmersville,March,2100,Brook Trout,8.4
2017,Cattaraugus,Harwood Lake,,October,75,Brook Trout,14.6
2017,Cattaraugus,Harwood Lake,Farmersville,March,350,Brown Trout,13
2017,Cattaraugus,Harwood Lake,,October,150,Brown Trout,14.6
2017,Cattaraugus,Harwood Lake,,October,50,Brown Trout,19.8
2017,Cattaraugus,Haskell Creek,Hinsdale,April,700,Brook Trout,8.9
2017,Cattaraugus,Ischua Creek,Franklinville,April,1730,Brook Trout,8.4
2017,Cattaraugus,Ischua Creek,Franklinville,April,1600,Brook Trout,8.5
2017,Cattaraugus,Ischua Creek,Franklinville,April,500,Brown Trout,8.6
2017,Cattaraugus,Ischua Creek,Franklinville,April,660,Brown Trout,8.6
2017,Cattaraugus,Ischua Creek,Franklinville,April,1420,Brown Trout,9
2017,Cattaraugus,Ischua Creek,Franklinville,April,1320,Brown Trout,9
2017,Cattaraugus,Ischua Creek,Franklinville,April,950,Brown Trout,13.4
2017,Cattaraugus,Ischua Creek,Franklinville,April,550,Brown Trout,13.4
2017,Cattaraugus,Lake Flavia,Dayton,April,2000,Brook Trout,9
2017,Cattaraugus,Lime Lake,Machias,September,800,Tiger Muskellunge,10
2017,Cattaraugus,Lime Lake,Machias,June,3178,Walleye,1.5
2017,Cattaraugus,Little Conewango Creek,Conewango,April,740,Brown Trout,9
2017,Cattaraugus,Little Conewango Creek,Conewango,March,1440,Brown Trout,9.2
2017,Cattaraugus,Little Conewango Creek,Conewango,March,200,Brown Trout,13.5
2017,Cattaraugus,Mansfield Creek,Mansfield,March,410,Brown Trout,9
2017,Cattaraugus,Mansfield Creek,Mansfield,March,100,Brown Trout,13.2
2017,Cattaraugus,Maples Club Pond,Otto,April,300,Brook Trout,9
2017,Cattaraugus,New Albion Lake,New Albion,April,2800,Brook Trout,8.5
2017,Cattaraugus,New Albion Lake,New Albion,April,300,Brown Trout,13.4
2017,Cattaraugus,New Albion Lake,New Albion,March,2310,Brown Trout,9.2
2017,Cattaraugus,New Albion Lake,,October,250,Brown Trout,14.6
2017,Cattaraugus,New Albion Lake,,October,100,Rainbow Trout,14.6
2017,Cattaraugus,North Branch Sawmill Run,South Valley,March,120,Brown Trout,9.2
2017,Cattaraugus,Olean Creek,Olean (Town),April,170,Brown Trout,9
2017,Cattaraugus,Olean Creek,Hinsdale,October,250,Muskellunge,8.6
2017,Cattaraugus,Paisley Park Pond,Randolph,April,50,Brook Trout,9.2
2017,Cattaraugus,Paisley Park Pond,Randolph,March,50,Brook Trout,8.9
2017,Cattaraugus,Perrysburg Conservation Club P,Dayton,April,100,Brook Trout,9
2017,Cattaraugus,Quaker Lake,Elko,April,3470,Brown Trout,9
2017,Cattaraugus,Quaker Lake,Elko,April,400,Brown Trout,13.5
2017,Cattaraugus,Quaker Lake,Elko,March,3460,Brown Trout,9.2
2017,Cattaraugus,Quaker Lake,,October,450,Brown Trout,14.6
2017,Cattaraugus,Quaker Lake,,October,50,Brown Trout,21
2017,Cattaraugus,Quaker Lake,,October,125,Brown Trout,24
2017,Cattaraugus,Quaker Lake,,October,250,Rainbow Trout,14.6
2017,Cattaraugus,Quaker Lake,,October,95,Rainbow Trout,20.7
2017,Cattaraugus,Quaker Lake,,October,50,Rainbow Trout,21
2017,Cattaraugus,Quaker Lake,,October,110,Rainbow Trout,27.5
2017,Cattaraugus,Quaker Run,Cold Spring,April,760,Brown Trout,9
2017,Cattaraugus,Quaker Run,Cold Spring,April,100,Brown Trout,13.5
2017,Cattaraugus,Quaker Run,Cold Spring,March,1470,Brown Trout,9.2
2017,Cattaraugus,Quaker Run,Cold Spring,May,830,Brown Trout,9
2017,Cattaraugus,"Red House Bk, T17",Red House,April,580,Brown Trout,9
2017,Cattaraugus,Red House Brook,Red House,April,500,Brown Trout,9
2017,Cattaraugus,Red House Brook,Red House,April,910,Brown Trout,9
2017,Cattaraugus,Red House Brook,Red House,March,990,Brown Trout,9.2
2017,Cattaraugus,Red House Brook,Red House,May,660,Brown Trout,9
2017,Cattaraugus,Red House Lake,Red House,March,1160,Brown Trout,9.2
2017,Cattaraugus,Red House Lake,Red House,May,620,Brown Trout,9.2
2017,Cattaraugus,Rice Brook,Carrollton,April,250,Brown Trout,9
2017,Cattaraugus,Science Lake,Red House,April,210,Brown Trout,9
2017,Cattaraugus,Science Lake,Red House,March,210,Brown Trout,9.2
2017,Cattaraugus,State Ditch,Conewango,October,100,Muskellunge,8.6
2017,Cattaraugus,Wrights Creek,Humphrey,March,700,Brown Trout,9
2017,Cayuga,Bear Swamp Creek,,June,22653,Landlocked Salmon,2.8
2017,Cayuga,Cayuga Lake,Ledyard,May,8250,Brown Trout,9
2017,Cayuga,Cayuga Lake,Ledyard,May,15000,Landlocked Salmon,6.9
2017,Cayuga,Dutch Hollow Brook,Owasco,November,9000,Rainbow Trout,3.1
2017,Cayuga,Fall Creek,Summer Hill,April,1500,Brook Trout,9.4
2017,Cayuga,Fall Creek,Summer Hill,May,1000,Brook Trout,8.2
2017,Cayuga,Lake Como,Summer Hill,September,300,Tiger Muskellunge,9.5
2017,Cayuga,Lake Ontario,Sterling,May,29700,Brown Trout,7.4
2017,Cayuga,Little Sodus Bay,Sterling,May,47500,Chinook,4.1
2017,Cayuga,Little Sodus Bay,Sterling,May,6000,Steelhead,6
2017,Cayuga,North Brook,Brutus,April,1320,Brown Trout,9.1
2017,Cayuga,Owasco Inlet,Locke,April,2560,Brown Trout,9.1
2017,Cayuga,Owasco Inlet,Locke,April,400,Brown Trout,13.8
2017,Cayuga,Owasco Inlet,Locke,November,13500,Rainbow Trout,3
2017,Cayuga,Owasco Lake,Scipio,May,4280,Brown Trout,9
2017,Cayuga,Owasco Lake,Scipio,May,3970,Brown Trout,9.2
2017,Cayuga,Owasco Lake,Scipio,October,10500,Lake Trout,6.1
2017,Cayuga,Owasco Lake,Scipio,May,5000,Rainbow Trout,5.9
2017,Cayuga,Owasco Outlet,Auburn,May,1000,Rainbow Trout,9.3
2017,Cayuga,Salmon Creek,Genoa,April,1650,Brown Trout,9.1
2017,Cayuga,Salmon Creek,Genoa,April,150,Brown Trout,13.8
2017,Cayuga,Seneca River,Mentz,September,6000,Tiger Muskellunge,10
2017,Cayuga,Seneca River,Mentz,June,12000,Walleye,1.4
2017,Cayuga,Sterling Creek,Sterling,May,17630,Chinook,3.2
2017,Cayuga,Sterling Creek,Sterling,April,4600,Steelhead,4.6
2017,Cayuga,Sterling Valley Creek,Sterling,April,4600,Steelhead,4.6
2017,Cayuga,Yawger Creek,,June,22654,Landlocked Salmon,2.8
2017,Chautauqua,Bear Lake,Pomfret,October,550,Muskellunge,8.6
2017,Chautauqua,Bear Lake,Pomfret,June,2315,Walleye,1.5
2017,Chautauqua,Bear Lake Outlet,Stockton,April,740,Brown Trout,9
2017,Chautauqua,Canadaway Creek,Arkwright,April,250,Brook Trout,8.9
2017,Chautauqua,Canadaway Creek,Arkwright,April,50,Brown Trout,13.4
2017,Chautauqua,Canadaway Creek,"Pomfret, Dunkirk",April,20000,Steelhead,4.5
2017,Chautauqua,Cassadaga Creek,Stockton,April,250,Brown Trout,9
2017,Chautauqua,Cassadaga Creek,Stockton,April,200,Brown Trout,13.4
2017,Chautauqua,Cassadaga Creek,Stockton,May,410,Brown Trout,9.2
2017,Chautauqua,Cassadaga Creek,"Poland, Ellicot, Gerry",October,510,Muskellunge,8.1
2017,Chautauqua,Chautauqua Creek,Westfield,April,40000,Steelhead,4.1
2017,Chautauqua,Chautauqua Hatchery,Mayville,April,360000,Walleye,0.3
2017,Chautauqua,Chautauqua Lake (N),"CHAUT, ELLERY",October,3150,Muskellunge,8.1
2017,Chautauqua,Chautauqua Lake (N),"chaut, ellery",October,3880,Muskellunge,8.7
2017,Chautauqua,Chautauqua Lake (S),"N harmony, busti, ellery",October,1500,Muskellunge,8.6
2017,Chautauqua,Chautauqua Lake (S),"N HARMONY, BUSTI, ELLERY",October,4470,Muskellunge,8.8
2017,Chautauqua,Clay Pond,Poland,April,300,Brook Trout,9.2
2017,Chautauqua,Clay Pond,Poland,April,100,Brown Trout,13.5
2017,Chautauqua,Conewango Ck W Br,Villenova,April,540,Brown Trout,9
2017,Chautauqua,Conewango Creek,"Kiantone, Carroll, Poland",October,1050,Muskellunge,8.6
2017,Chautauqua,Farrington Hw Brook,Cherry Creek,April,250,Brown Trout,9
2017,Chautauqua,Findley Lake,Mina,October,1450,Muskellunge,8.1
2017,Chautauqua,Findley Lake,Mina,June,5539,Walleye,1.5
2017,Chautauqua,Goose Creek,"N Harmony, Harmony",March,1050,Brook Trout,8.2
2017,Chautauqua,Goose Creek,"N Harmony, Harmony",March,870,Brown Trout,9
2017,Chautauqua,Goose Creek,"N Harmony, Harmony",March,300,Brown Trout,13.2
2017,Chautauqua,Goose Creek,"N Harmony, Harmony",May,410,Brown Trout,9.4
2017,Chautauqua,Goose Creek,"N Harmony, Harmony",May,100,Brown Trout,13.4
2017,Chautauqua,Lake Erie,Sheridan,April,8090,Brown Trout,8.4
2017,Chautauqua,Lake Erie,Westfield,April,8090,Brown Trout,8.5
2017,Chautauqua,Lake Erie,Dunkirk,April,16170,Brown Trout,8.7
2017,Chautauqua,Lakewood Rod & Gun Channel,Busti,May,500,Panfish,10.8
2017,Chautauqua,Lower Cassadaga Lake,Stockton,October,500,Muskellunge,8.6
2017,Chautauqua,Middle Cassadaga Lake,Stockton,October,150,Muskellunge,8.6
2017,Chautauqua,Mill Creek,Gerry,April,800,Brook Trout,8.9
2017,Chautauqua,Mill Creek,Gerry,April,100,Brown Trout,13.4
2017,Chautauqua,Silver Creek,Hanover,April,10000,Steelhead,4.5
2017,Chautauqua,Upper Cassadaga Lake,Pomfret,October,500,Muskellunge,8.6
2017,Chautauqua,Walnut Creek,Hanover,April,10000,Steelhead,4.5
2017,Chemung,Cayuta Creek,Van Etten,April,4460,Brown Trout,8.9
2017,Chemung,Cayuta Creek,Van Etten,April,2890,Brown Trout,9.1
2017,Chemung,Cayuta Creek,Van Etten,April,780,Brown Trout,12.9
2017,Chemung,Cayuta Creek,Van Etten,April,770,Brown Trout,13.5
2017,Chemung,Cayuta Creek,Van Etten,May,190,Brown Trout,13.4
2017,Chemung,Chemung River,Elmira,October,630,Muskellunge,8.6
2017,Chemung,CHEMUNG RIVER,Big Flats,October,580,Muskellunge,8.6
2017,Chemung,Eldridge Lake,Elmira,April,150,Brown Trout,12.6
2017,Chemung,Eldridge Lake,Elmira,April,1000,Rainbow Trout,9.1
2017,Chemung,Eldridge Lake,Elmira,April,500,Rainbow Trout,9.5
2017,Chemung,Eldridge Lake,Elmira,April,20,Rainbow Trout,14.9
2017,Chemung,Newtown Creek,Horseheads,March,830,Brown Trout,9
2017,Chemung,Newtown Creek,Horseheads,March,80,Brown Trout,12.7
2017,Chemung,Park Station Pond,Erin,October,25,Brook Trout,12.8
2017,Chemung,Park Station Pond,Erin,April,450,Brown Trout,12.6
2017,Chemung,Park Station Pond,Erin,April,1840,Rainbow Trout,9.1
2017,Chemung,Post Creek,Catlin,April,740,Brown Trout,9.1
2017,Chemung,Post Creek,Catlin,March,660,Brown Trout,9
2017,Chemung,Post Creek,Catlin,March,250,Brown Trout,12.7
2017,Chemung,Sing Sing Creek,Big Flats,April,40,Brown Trout,9.1
2017,Chemung,Sing Sing Creek,Big Flats,April,170,Brown Trout,9.1
2017,Chemung,Sing Sing Creek,Big Flats,March,170,Brown Trout,9
2017,Chemung,Sing Sing Creek,Big Flats,March,740,Brown Trout,9
2017,Chemung,Sing Sing Creek,Big Flats,March,50,Brown Trout,12.7
2017,Chemung,Sing Sing Creek,Big Flats,March,100,Brown Trout,12.7
2017,Chemung,Wyncoop Creek,Baldwin,April,330,Brown Trout,8.9
2017,Chenango,Bear Brook,Oxford,November,1100,Brown Trout,6
2017,Chenango,Bowman Lake,Mcdonough,April,700,Brook Trout,9
2017,Chenango,Bowman Lake,Mcdonough,April,1600,Rainbow Trout,8.5
2017,Chenango,Genegantslet Creek,Smithville,April,910,Brown Trout,8
2017,Chenango,Genegantslet Creek,Smithville,April,120,Brown Trout,8
2017,Chenango,Genegantslet Creek,Greene,April,1730,Brown Trout,8
2017,Chenango,Genegantslet Creek,Mcdonough,April,370,Brown Trout,8
2017,Chenango,Genegantslet Creek,Mcdonough,April,70,Brown Trout,13
2017,Chenango,Genegantslet Creek,Smithville,April,30,Brown Trout,13
2017,Chenango,Genegantslet Creek,Smithville,April,170,Brown Trout,13
2017,Chenango,Genegantslet Creek,Smithville,May,450,Brown Trout,8
2017,Chenango,Genegantslet Creek,Greene,May,580,Brown Trout,8
2017,Chenango,Guilford Lake,Guilford,April,200,Brown Trout,13
2017,Chenango,Guilford Lake,Guilford,May,1800,Rainbow Trout,9
2017,Chenango,Jeffrey Pond,N Norwich,May,1100,Brook Trout,9
2017,Chenango,Mill Brook,Oxford,November,800,Brown Trout,6
2017,Chenango,Mill Brook Reservoir,New Berlin,April,150,Brown Trout,13
2017,Chenango,Mill Brook Reservoir,New Berlin,April,2000,Rainbow Trout,8.5
2017,Chenango,Otselic River,Pitcher,April,6680,Brown Trout,8
2017,Chenango,Otselic River,Pitcher,May,2310,Brown Trout,9
2017,Chenango,Otselic River,Pitcher,May,280,Brown Trout,13
2017,Chenango,Pharsalia Y Pond,Pharsalia,April,100,Brook Trout,9
2017,Chenango,South Otselic Hatchery,South Otselic,May,335000,Walleye,0.3
2017,Clinton,Altona School Pond,Altona,April,100,Brook Trout,8.1
2017,Clinton,Altona School Pond,Altona,April,100,Rainbow Trout,8.2
2017,Clinton,Black Brook,"Black Brook, Wilmington, Jay",May,450,Brook Trout,8.5
2017,Clinton,Chazy Lake,Dannemora,April,15000,Lake Trout,2.1
2017,Clinton,Chazy Lake,Dannemora,April,1500,Lake Trout,6.5
2017,Clinton,Chazy Lake,Dannemora,April,7700,Rainbow Trout,9
2017,Clinton,Crystal Creek,"Clinton, Moores",April,290,Brown Trout,8.4
2017,Clinton,Dry Mill Brook,Peru and Ausable,April,620,Brown Trout,8.6
2017,Clinton,Fern Lake,Black Brook,June,9525,Walleye,2
2017,Clinton,Great Chazy River,Champlain,October,1150,Muskellunge,8.6
2017,Clinton,Lake Champlain,Plattsburgh,May,12380,Brown Trout,9.1
2017,Clinton,Lake Champlain,Plattsburgh,May,12500,Lake Trout,9.1
2017,Clinton,Little Chazy River,Chazy,April,450,Brown Trout,8.6
2017,Clinton,Military Pond,Black Brook,May,,Brown Trout,0
2017,Clinton,Mud Pond,Black Brook,September,1200,Brook Trout,4
2017,Clinton,Mud Pond,Black Brook,May,660,Brown Trout,8
2017,Clinton,North Branch Great Chazy River,"Altona, E'burg, Moores",April,1860,Brown Trout,8.4
2017,Clinton,North Branch Great Chazy River,Mooers,April,1280,Brown Trout,8.4
2017,Clinton,North Branch Great Chazy River,Mooers,May,250,Brown Trout,13.2
2017,Clinton,North Branch Great Chazy River,"Altona, E'burg, Moores",May,230,Brown Trout,13.2
2017,Clinton,North Branch Great Chazy River,Mooers,May,2550,Rainbow Trout,8.5
2017,Clinton,North Branch Saranac River,Black Brook and Saranac,April,4600,Brook Trout,8.1
2017,Clinton,North Branch Saranac River,Black Brook and Saranac,May,700,Brown Trout,9.1
2017,Clinton,North Branch Saranac River,Black Brook and Saranac,May,250,Brown Trout,13.2
2017,Clinton,Peru F & G Club Pond,Peru,April,100,Brook Trout,8.2
2017,Clinton,Riley Brook,Schuyler F.,April,170,Brown Trout,8.6
2017,Clinton,Round pond,Altona,April,150,Brook Trout,8.4
2017,Clinton,Salmon River,Peru,April,370,Brown Trout,8.6
2017,Clinton,Salmon River,Peru,May,100,Brown Trout,13.2
2017,Clinton,Saranac River,Saranac,April,2230,Brown Trout,8
2017,Clinton,Saranac River,Black Brook,April,3180,Brown Trout,8
2017,Clinton,Saranac River,Plattsburgh,May,1690,Brown Trout,8.6
2017,Clinton,Saranac River,Black Brook,May,810,Brown Trout,13.2
2017,Clinton,Saranac River,Saranac,May,260,Brown Trout,13.2
2017,Clinton,Saranac River,Plattsburgh,May,126000,Landlocked Salmon,1
2017,Clinton,Saranac River,Black Brook,May,3800,Rainbow Trout,9.2
2017,Clinton,Scribner Pond,Plattsburgh,May,100,Rainbow Trout,8.5
2017,Clinton,Taylor Pond,Black Brook,May,600,Landlocked Salmon,7
2017,Clinton,Taylor Pond,Black Brook,November,40,Landlocked Salmon,27
2017,Clinton,True Brook,Saranac,April,1150,Brook Trout,8.1
2017,Clinton,Upper Chateaugay Lake,Dannemora,April,5000,Lake Trout,6.5
2017,Columbia,Claverack Creek,Claverack,April,2060,Brown Trout,8
2017,Columbia,Claverack Creek,Claverack,April,290,Brown Trout,8
2017,Columbia,Claverack Creek,Claverack,April,200,Brown Trout,12.7
2017,Columbia,Kinderhook Creek,Chatham,April,2060,Brown Trout,7.9
2017,Columbia,Kinderhook Creek,Kinderhook,April,330,Brown Trout,7.9
2017,Columbia,Kinderhook Creek,New Lebanon,April,1820,Brown Trout,7.9
2017,Columbia,Kinderhook Creek,Kinderhook,May,330,Brown Trout,8
2017,Columbia,Kinderhook Creek,New Lebanon,May,990,Brown Trout,8
